대여소 그룹,대여소 명,대여 일자 / 월,대여 건수
강북구,1518. SK telecom(수유직영점) 앞,202006,755
강북구,1519. 세븐일레븐 수유장미원점 앞,202006,928
강북구,1520. 성실교회,202006,1315
강북구,1522. 월드전기조명인테리어(우이동),202006,580
강북구,1525. 미아동 복합청사,202006,601
강북구,1526. 수유동 채선당앞,202006,952
강북구,1527. 미아역 1번 출구 뒤,202006,945
강북구,1528. 삼각산동 주민센터,202006,580
강북구,1529. 미아동 한국전력공사,202006,2006
강북구,1530. 광산사거리,202006,2017
강북구,1531. 미아사거리 1번 출구,202006,3232
강북구,1532. 번3동 주민센터 교차로,202006,1268
강북구,"1533. 번동 주공3, 4단지 교차로",202006,2405
강북구,1534. 북서울 꿈의 숲 동문,202006,1538
강북구,1535. 효성인텔리안 앞,202006,3111
강북구,1536. 번동 두산위브 101동 옆,202006,1566
강북구,1537. 북한산 우이역,202006,995
강북구,1538. 솔밭공원역,202006,833
강북구,1539. 4.19민주묘지역,202006,1949
강북구,1540. 가오리역,202006,1188
강북구,1541. 삼양역,202006,293
강북구,1542. 삼양사거리역,202006,592
강북구,1543. 수유1동 주민센터,202006,911
강북구,1545. 솔샘역 2번 출구,202006,330
강북구,1546. 송천동우체국,202006,982
강북구,1547. 꿈의숲 롯데캐슬,202006,546
강북구,1548. 북서울 꿈의숲 서문,202006,912
강북구,1550.삼각산아이원아파트(105동 옆),202006,28
강북구,1551.4.19탑 앞,202006,291
강북구,1552. 강북구청사거리(던킨도너츠 앞),202006,576
강북구,1553.예수그리스도후기성도교회 앞,202006,131
강북구,1554.번동사거리,202006,295
강북구,1557.신창교,202006,370
강북구,1558.강북문화정보도서관,202006,241
강북구,1560. 도봉세무서 앞,202006,383
강북구,1565.대한병원앞,202006,343
강북구,1566.삼각산 아이언APT앞,202006,80
강북구,1568.4.19민주묘지 입구사거리,202006,342
강북구,1569.수유역2번출구,202006,219
강북구,1573.현대성우아파트 옆,202006,39
강북구,1574.송중초등학교 옆,202006,83
강서구,1101. 개화동상사마을종점 버스정류장,202006,270
강서구,1102. 방화사거리 마을버스 버스정류장,202006,2204
강서구,1103. 방화역 4번출구앞,202006,2419
강서구,1105. 방화근린공원,202006,526
강서구,1106. 신방화사거리,202006,2683
강서구,1108. 공항시장역 2번출구 뒤,202006,1431
강서구,1109. 공항시장역 4번출구,202006,1025
강서구,1110. 공항중학교앞,202006,1273
강서구,1111. 마곡엠밸리6_7단지 마곡중학교,202006,1606
강서구,1112. 마곡엠밸리4단지 정문,202006,5362
강서구,1113. 서남환경공원 버스정류장,202006,2204
강서구,1115. 등촌역 1번출구옆,202006,1878
강서구,1117. 스타벅스앞,202006,3510
강서구,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),202006,4572
강서구,1119. 염창동 한마음아파트앞(염창동 빛나는 음악학원앞),202006,3139
강서구,1120. 대림경동아파트앞,202006,2852
강서구,1121. 가양레포츠센터앞,202006,2348
강서구,1122. 황금내근린공원,202006,4006
강서구,1124. 발산역 6번출구옆(다이소앞),202006,5132
강서구,1125. 명덕고교입구(영종빌딩),202006,3617
강서구,1126. 우장산역 1번출구옆(우장산아이파크105동앞),202006,1977
강서구,1127. 화곡역(에이스정형외과앞) 버스정류장,202006,2080
강서구,1128. 화곡역 6번출구,202006,1829
강서구,1129. 화곡역 1번 출구 앞,202006,2390
강서구,1130. 화곡본동시장 버스정류장,202006,996
강서구,1131. 꿈돌이공원 앞,202006,2586
강서구,1132. 등촌역 7번출구,202006,2247
강서구,1135. 강서구의회,202006,1886
강서구,1136. 등촌2파출소,202006,1208
강서구,1137. 등촌2동주민센터,202006,637
강서구,1139. 용문사 버스정류장,202006,1725
강서구,1140. 목동사거리 버스정류장,202006,1926
강서구,1141. 곰달래 문화복지센터 1-1,202006,2150
강서구,1145. 곰달래 문화복지센터 1-2,202006,1296
강서구,1146. 곰달래사거리,202006,1644
강서구,1148. 볏골공원,202006,1348
강서구,1149. 신방화역환승주차장,202006,5013
강서구,1150. 송정역 1번출구,202006,4111
강서구,1151. 마곡역1번출구,202006,1876
강서구,1152. 마곡역교차로,202006,3762
강서구,"1153. 발산역 1번, 9번 인근 대여소",202006,7183
강서구,1155. 기쁜우리복지관,202006,2795
강서구,1157. 강서구청,202006,3254
강서구,1158. 가양역 8번출구,202006,6773
강서구,1159. 서서울모터리움앞,202006,2747
강서구,1160. 양천향교역 7번출구앞,202006,7875
강서구,1161. 강서면허시험장앞,202006,524
강서구,1162. 공항초등학교건너편,202006,1909
강서구,1163. 방화동강서기동대앞,202006,1414
강서구,1165. 마곡중학교 후문,202006,1039
강서구,1166. 강서구립등빛도서관,202006,3648
강서구,1167. 마곡수명산파크3단지 교차로,202006,3493
강서구,1168. 마곡엠밸리10단지 앞,202006,1409
강서구,1169. 염창역 1번 출구,202006,2403
강서구,1170. 강서구보건소 (삼성디지털 프라자),202006,1778
강서구,1171. 염창동 새마을금고 건너편 (모닝글로리),202006,2333
강서구,1172. 가양3동 주민센터,202006,1796
강서구,1173. 강서구청사거리(SH타워),202006,4711
강서구,1174. 강서구청사거리(부민병원),202006,1477
강서구,1175. 대한항공 인력개발센터,202006,1710
강서구,1177. 수명중?고교,202006,1922
강서구,1178. 개화산역 2번 출구,202006,1219
강서구,1180. 마곡엠밸리 15단지(1502동) 건너편,202006,2222
강서구,1181. 농수산식품공사 (강서지사),202006,326
강서구,1182. KBS 스포츠월드,202006,3694
강서구,1183. KC 대학교,202006,456
강서구,1184. 마곡13단지,202006,2529
강서구,1185. 등촌9단지,202006,2349
강서구,1186. 송정중학교,202006,1045
강서구,1187. 강서수산물도매시장,202006,659
강서구,1188. 롯데중앙연구소,202006,561
강서구,1190. 마곡역 교차로(2번출구),202006,967
강서구,1191. 마곡역 교차로(NH농협),202006,3179
강서구,1192. 마곡수명산파크 209동 건너편,202006,1743
강서구,1193. 마곡센트럴타워 1차,202006,2667
강서구,1194. 센서텍㈜,202006,1530
강서구,1195. 코오롱One&Only타워,202006,2451
강서구,1196. 서울식물원(문화센터) 건너편,202006,1172
강서구,1197. 엘펠리체 호텔 건너편,202006,4103
강서구,1198. LG 사이언스파크,202006,1369
강서구,1199. 우장산역 3번출구,202006,2683
강서구,1200. 개화광역환승센터,202006,303
강서구,2701. 마곡나루역 5번출구 뒤편,202006,8670
강서구,2702. 마곡 엠밸리2단지,202006,1416
강서구,2703.서울도시가스 앞,202006,419
강서구,2704.홈플러스(강서점),202006,1322
강서구,2706.강서공업고등학교 앞,202006,753
강서구,2707.한강아파트,202006,1002
강서구,2708.강서한강자이타워 앞,202006,17
강서구,2709.강변아파트 310동 앞,202006,412
강서구,2710.라이품 공영주차장 앞,202006,1078
강서구,2711.가로공원공영주차장 1번 출구,202006,847
강서구,2712.화곡터널입구교차로,202006,229
강서구,2713.우장초등학교 앞,202006,65
강서구,2714.발산1동주민센터교차로,202006,1011
강서구,2715.마곡나루역 2번 출구,202006,2242
강서구,2716.롯데 R&D 센터,202006,190
강서구,2717.LG유플러스 마곡사옥,202006,1947
강서구,2718.마곡수명산파크1단지,202006,745
강서구,2720.힐스테이트에코,202006,2286
강서구,2721.등촌1-10단지 교차로,202006,975
강서구,2722.마곡 문영비지윅스,202006,942
강서구,2723.마곡 필네이처,202006,442
강서구,2724.(재)FITI시험연구원,202006,566
강서구,2725.서울식물원 식물문화센터,202006,471
강서구,2727.서울식물원 잔디마당 앞,202006,38
강서구,2728.마곡나루역 3번 출구,202006,1371
강서구,2729.넥센 유니버시티 앞,202006,558
강서구,2730.마곡메가박스 앞,202006,941
강서구,2731.명덕고교,202006,532
강서구,2732.마곡수명산 1-2단지,202006,1204
강서구,2733.마곡13단지 정문 앞,202006,1768
강서구,2735.마곡 공공청사,202006,634
강서구,2736.마곡엠벨리7단지 M타워,202006,39
강서구,2737.까치산역 3번 출구,202006,1091
강서구,2739.수명산파크1단지교차로,202006,123
강서구,2740.마곡레포츠센터,202006,282
강서구,2741.마곡수명산파크5-6단지,202006,831
강서구,2742.강서구민올림픽체육센터,202006,309
강서구,2743.동신아파트 104동 앞,202006,6
강서구,2744.강서세무서 앞,202006,1
강서구,2745.수명초등학교,202006,172
강서구,2746.수명산파크 4단지 411동 앞,202006,81
관악구,2102. 봉림교 교통섬,202006,11414
관악구,2103. 신림동 우방아파트,202006,2338
관악구,2104. 사당역 5번출구,202006,1894
관악구,2105. 미성동 신림체육센터,202006,1645
관악구,2106. 난곡 새마을금고,202006,2428
관악구,2107. 도림천 신화교,202006,3625
관악구,2108. 은천치안센터,202006,1785
관악구,2109. 은천로입구 가로공원,202006,3246
관악구,2110. 조원동 미성아파트,202006,1201
관악구,2111. 서울대입구역 1번출구,202006,1420
관악구,2112. 서울대입구역 마에스트로,202006,1333
관악구,2113. 관악동작견인차량보관소,202006,2725
관악구,2115. 관악농협농산물백화점,202006,1402
관악구,2116. 에이스에이존빌딩,202006,1164
관악구,2119. 중앙동 동진빌딩,202006,1500
관악구,2122. 낙성대로 입구,202006,1478
관악구,2127. 보성운수차고지 맞은편,202006,811
관악구,2128. 관악구청교차로,202006,740
관악구,2129. 낙성대 과학전시관,202006,770
관악구,2130. 영어마을 관악캠프,202006,538
관악구,2135. 신림역 5번출구,202006,2069
관악구,2136. 신림역 8번출구,202006,3180
관악구,2137. KT&G 관악지점,202006,819
관악구,2139. 서울신성초등학교,202006,1352
관악구,2140. 신림1교 교차로,202006,2784
관악구,2141. 미림여고입구 교차로,202006,196
관악구,2143. 서울산업정보학교,202006,424
관악구,2144. 난우길입구,202006,736
관악구,2145. 은천초등학교 육교,202006,1054
관악구,2148. 낙성대역 3번출구 뒤,202006,860
관악구,2156. 농협 관악문성지점,202006,1220
관악구,2159. 인헌초교,202006,633
관악구,2160. 관악구 보건소,202006,592
관악구,2164. 관악우체국,202006,1693
관악구,2165. JK장평타워,202006,385
관악구,2167. 낙성대역 1번출구,202006,855
관악구,2169. 봉천역 2번출구,202006,1638
관악구,2170. 조원동서울본병원,202006,1492
관악구,2171. 서울대입구역 5번출구,202006,1880
관악구,2172. 나들목공원,202006,526
관악구,2173. 당곡사거리,202006,5457
관악구,2174. 삼성디지털프라자관악점,202006,1121
관악구,2175. 신림동걷고싶은문화의거리입구,202006,1567
관악구,2176. 보라매공원 보도육교,202006,2987
관악구,2177. 신대방역 2번 출구,202006,8061
관악구,2178. 서울대학교 정문,202006,704
관악구,2179. 양녕로 입구,202006,1682
관악구,2180. 신림동주민센터,202006,6
관악구,2183. 동방1교,202006,6664
관악구,2184. 구암초등학교 버스정류장,202006,319
관악구,2185. 대학동 고시촌,202006,1425
관악구,2186.우리은행 낙성대역지점,202006,212
관악구,2187.현대시장사거리(신한은행),202006,448
관악구,2189.삼성서비스센터(관악점),202006,303
관악구,2190.도원맨션,202006,124
관악구,2191.대학동주민센터,202006,269
관악구,2194.봉림교 남측,202006,51
관악구,2195.은천교회,202006,321
관악구,2196.삼화페인트 봉천점,202006,217
관악구,2198.사랑의병원,202006,253
관악구,2199.신봉천주유소,202006,106
관악구,2200.관악문화원 건너편,202006,26
관악구,3301.도림천 신림2교,202006,10
관악구,3304.낙성대역 5번 출구,202006,286
관악구,3305.낙성대역 8번 출구,202006,171
관악구,3306.서울신우초등학교,202006,30
관악구,3307.봉천고개 육교,202006,109
관악구,3310.영락고등학교,202006,118
관악구,3311.서울대입구역 4번 출구,202006,134
광진구,3500. 군자역2번출구,202006,2610
광진구,3501. 광진구청 앞,202006,2956
광진구,3502. 중곡역 1번출구,202006,998
광진구,3503. 광진유진스웰,202006,205
광진구,3504. 원일교회,202006,2263
광진구,3505. 신양초교앞 교차로,202006,1400
광진구,3506. 영동대교 북단,202006,1504
광진구,3507. 어린이회관,202006,1066
광진구,3508. 화양사거리,202006,2904
광진구,3509. 세종사이버대학교,202006,3332
광진구,3510. 중곡SK아파트앞,202006,808
광진구,3516. 구의아리수정수센터앞,202006,1077
광진구,3517. 용마사거리,202006,2308
광진구,3518. 군자역 7번출구뒤,202006,4303
광진구,3520. 광진경찰서,202006,2389
광진구,3521. 현대홈타운 뒷길,202006,347
광진구,3523. 건국대학교 과학관(이과대) 앞,202006,821
광진구,3524. 세종대학교,202006,211
광진구,3528. 광진정보도서관,202006,1105
광진구,3529. 어린이대공원정문,202006,1351
광진구,3533. 건대입구역 사거리(롯데백화점),202006,7564
광진구,3534. 건대입구역 5번출구 뒤,202006,3538
광진구,3535. 중곡사거리(국민은행),202006,2473
광진구,3536. 중앙농협(자양동),202006,2499
광진구,3537. 아차산 휴먼시아 아파트 옆,202006,772
광진구,3541. 커먼그라운드,202006,3927
광진구,3542. 래미안 구의파크 스위트,202006,1777
광진구,3543. 세종대학교(학술정보원),202006,596
광진구,3563.구의7단지현대아파트,202006,7
광진구,3564.나루마당,202006,36
광진구,3566.우성4차아파트,202006,231
광진구,3568.구의공원,202006,1
광진구,3569.건대병원후문,202006,622
광진구,3570.구의역 리버비스타 오피스텔,202006,463
광진구,3571.화양 APT(횡단보도 옆),202006,418
광진구,3575.자양사거리 (LG 유플러스),202006,464
광진구,3577.신자초교 입구 교차로(SC제일은행),202006,673
광진구,3578.중곡동 파크웨이빌딩,202006,201
광진구,3579.광진 캠퍼스시티,202006,405
광진구,3581.광진광장,202006,190
광진구,3582.화양동 우체국,202006,213
광진구,3586.군자역 비채온 오피스텔,202006,304
광진구,3587.우성식품 앞,202006,57
광진구,3588.세종대학교(영실관),202006,85
광진구,500. 어린이대공원역 3번출구 앞,202006,3178
광진구,501. 광진구의회 앞,202006,1681
광진구,502. 뚝섬유원지역 1번출구 앞,202006,16604
광진구,504. 신자초교입구교차로,202006,2519
광진구,505. 자양사거리 광진아크로텔 앞,202006,4321
광진구,515. 광양중학교 앞,202006,1504
광진구,516. 광진메디칼 앞,202006,1375
광진구,539. 군자교교차로,202006,2651
광진구,540. 군자역 7번출구 베스트샵 앞,202006,2406
광진구,542. 강변역 4번출구 뒤,202006,3127
광진구,543. 구의공원(테크노마트 앞),202006,1054
광진구,544. 광남중학교,202006,1657
광진구,546. 잠실대교북단 교차로,202006,1797
광진구,548. 자양나들목,202006,2410
광진구,549. 아차산역 3번출구,202006,2862
광진구,551. 구의삼성쉐르빌 앞,202006,3488
광진구,552. 대림아크로리버 앞,202006,1078
광진구,553. 중곡 성원APT 앞,202006,1658
광진구,555. 구의3동주민센터,202006,1068
광진구,571. 어린이대공원역6번출구,202006,1023
광진구,572. 국립정신 건강센터 앞,202006,789
광진구,573. 구의문주차장 앞,202006,1899
광진구,574. 아차산역4번출구,202006,2400
광진구,575. 중앙농협 중곡지점,202006,596
광진구,576. 광나루역 3번 출구,202006,2213
광진구,577. 광진청소년수련관,202006,2347
광진구,584. 광진광장 교통섬,202006,2864
광진구,588. 뚝섬 유원지역,202006,2498
광진구,590. 건국대학교 (입학정보관),202006,2606
광진구,591. 건국대학교 (행정관),202006,315
광진구,592. 건국대학교 학생회관,202006,1567
광진구,593.자양중앙나들목,202006,2714
구로구,1901. 신도림동주민센터 앞,202006,1705
구로구,1904. 도림천역 1번 출구 앞,202006,1936
구로구,1906. 신도림역 1번 출구 앞,202006,7999
구로구,1907. 구일우성(아) 육교 밑,202006,1092
구로구,1908. 해원리바파크 육교 밑,202006,1599
구로구,1910. 낙원교회 맞은편,202006,0
구로구,1911. 구로디지털단지역 앞,202006,6716
구로구,1912. 한신휴아파트 앞,202006,2109
구로구,1913. 구로리공원,202006,1074
구로구,1914. 대림역4번출구,202006,2439
구로구,1916. 구로중학교앞,202006,614
구로구,1920. 서울미래초등학교 사거리,202006,1601
구로구,1924. 삼부르네상스파크빌,202006,1012
구로구,1925. 동양미래대학교 정문 옆,202006,4467
구로구,1928. 고척스카이돔구장 광장,202006,1181
구로구,1929. 고척근린공원 고척도서관 앞,202006,856
구로구,1930. 개봉지구대 개봉치안센터,202006,670
구로구,1931. 개봉역(북측광장),202006,1926
구로구,1933. 개봉푸르지오아파트 상가,202006,1643
구로구,1936. 개봉역 1번 출구 자전거보관서쪽,202006,1031
구로구,1937. 한진아파트 입구,202006,1298
구로구,1941. 오류동역 2번출구,202006,1411
구로구,1943. 온수역 북측,202006,554
구로구,1946. 구로역 광장,202006,2247
구로구,1951. 천왕이펜하우스 4단지 상가 앞,202006,525
구로구,1952. 천왕연지타운2단지 앞,202006,1772
구로구,1953. 천왕역 4번출구 뒤,202006,1084
구로구,1955. 디지털입구 교차로,202006,3123
